32519,96965,75980,3
36592,82881,36592,0
75543,22374,15667,0
75751,51498,36283,3
98419,59562,98419,2
40220,40220,40220,1
6662,47475,47475,2
51970,62946,92557,3
1583,11813,78664,0
12542,73624,12542,0
51060,98515,59234,3
10486,24796,10486,0
22932,93555,14555,0
7085,7085,65827,0
66846,48748,56500,3
76872,76872,22192,2
62343,66391,62343,2
98798,5401,60816,0
86175,86175,86175,1
66738,2022,2022,0
43018,88022,43018,0
26374,26374,26374,1
30308,30308,30308,1
78561,258,55470,0
98888,98888,98888,1
85079,14973,14973,0
86469,86469,86469,1
21485,79351,79351,2
59192,59192,59192,1
96019,55629,1566,0
48987,80915,86806,3
85656,85656,85656,1
58504,58504,58504,1
96050,99154,60252,3
91894,91894,91894,1
90079,16066,34955,0
24689,7873,53196,0
19727,70961,66196,3
9773,9773,92026,0
47493,47493,47493,1
52266,22027,22027,0
89693,89693,94106,2
51697,4529,72224,0
93739,14963,74860,0
49821,49821,49821,1
3515,84962,11716,0
24205,70175,97041,0
13975,69148,67501,3
65494,13195,13195,0
31707,31707,31707,1
82265,82265,20938,2
95122,95122,47277,2
55344,29795,21527,0
61022,44368,61022,2
24887,24887,24887,1
8041,47522,89506,0
44614,98165,44614,0
5616,60616,36332,0
45472,85339,79857,3
898,898,898,1
3533,4375,23685,0
48135,78967,92184,3
62919,31587,62919,2
33674,87786,33674,0
74247,31391,81607,3
9889,9889,53632,0
54521,74774,54521,2
28645,28645,89467,0
36237,38198,86284,0
40322,40322,40322,1
18812,10510,64655,0
6464,83252,96193,0
13876,59583,21367,0
45032,90299,81566,3
16931,82043,12292,0
235,235,93777,0
95036,7125,45435,0
1739,5761,50174,0
346,346,346,1
46497,46497,46497,1
5744,5744,5744,1
62036,15475,2448,0
20668,63769,69849,3
83018,83018,83018,1
13076,13076,13076,1
43876,45761,56093,3
16840,16840,16840,1
77683,77683,77683,1
1787,1787,1787,1
2033,2033,2033,1
94581,41685,41685,0
1831,1831,1831,1
7452,37236,66911,0
33201,33201,33201,1
68675,78814,68675,2
36919,7256,36919,2
89609,33215,52067,0
62102,59508,86992,3
2938,2938,2938,1
6881,6881,6881,1
20691,20691,20691,1
337,337,337,1
50397,39526,39526,2
90081,8546,90081,2
77899,77899,43491,2
64817,64817,64817,1
77313,39528,39528,2
45319,35203,52679,3
45912,61699,52224,3
53157,53157,53157,1
88005,98854,18810,3
17359,38503,60103,0
17219,17517,17517,2
11566,11566,21161,2
27077,27077,27077,1
62369,45774,56024,3
95981,95981,75093,2
58159,29088,29088,2
52732,52732,52732,1
63330,87616,87616,2
490,29376,15675,0
31285,31285,31285,1
43860,43860,95805,0
47473,71431,26051,3
53738,82510,70980,3
37090,78496,72884,3
56237,56237,56237,1
3361,27995,62157,0
5778,46561,88822,0
57673,57673,2496,2
72347,409,409,0
51476,13414,51476,2
89321,89321,89321,1
31692,31692,31692,1
69985,69985,69985,1
44244,44244,44244,1
78884,43037,87759,3
65990,65990,65990,1
75750,10777,98136,0
95004,26497,95004,2
60945,79749,60945,2
92376,23394,18792,0
24772,24772,24772,1
71225,71225,11269,2
8952,59173,60727,3
45209,68051,26713,3
10965,10965,10965,1
14479,14479,9916,2
68306,68306,68306,1
67825,85028,85028,2
18155,18155,96501,0
95658,54463,95658,2
6065,6065,85535,0
93617,91221,57373,3
29908,29908,95499,0
87167,30551,30551,0
99745,99745,96325,2
8634,14065,14065,2
9847,86497,25223,0
14311,74676,35794,0
55818,51820,83828,3
88160,74617,36138,3
91993,91993,91993,1
25619,70819,25619,0
79264,72511,79264,2
10772,10772,26410,0
9143,9143,9143,1
1653,1653,1653,1
69314,58062,76440,3
66636,44616,66636,2
99290,83798,91479,3
20979,20979,30105,2
57264,83104,58640,3
76722,45563,27871,0
24881,54780,7231,0
13694,88538,44314,0
65161,65161,35813,2
83672,83672,83672,1
57024,46140,5444,0
61735,61735,64171,2
85563,85563,91648,2
89983,29499,89983,2
15933,472,15933,2
76043,92104,90634,3
90030,90030,90030,1
38650,38650,38650,1
88671,54647,13703,0
81494,76496,64762,3
84880,3124,69147,0
15417,15417,15417,1
96057,96057,96057,1
51139,51139,12969,2
62443,62443,62443,1
68013,97812,61789,3
95402,95402,95402,1
56232,56232,96549,2
10096,10096,10096,1
45107,68657,68657,2
98032,90178,98032,2
16372,63527,16372,0
25227,47408,25227,2
22261,91545,22261,0
64512,64512,17608,2
44740,44740,26267,2
83979,83979,83979,1
97803,97803,61789,2
88505,70583,28105,3
40741,52830,40741,2
56384,99694,34041,0
85463,82635,90460,3
73268,73268,73268,1
89593,13990,13990,0
81465,31872,17174,0
28181,65624,85945,3
96535,77028,89963,3
99783,24783,57354,0
17061,30161,44543,3
84922,84922,77531,2
55925,91882,55925,2
83965,26748,62509,3
43574,43574,38979,2
44816,33671,8322,0
11344,11344,11344,1
76107,53225,53225,2
52946,52946,52946,1
42940,42940,42940,1
60213,11738,11738,0
13075,13075,13075,1
95227,95227,90241,2
27767,77625,14732,0
98649,98649,98649,1
17145,24579,71416,0
91112,91112,91112,1
934,95753,21807,0
56302,3789,56302,2
53474,53474,53474,1
33325,33325,33325,1
49333,43754,43754,2
6028,59580,59580,2
65088,45586,93450,3
29580,29580,29580,1
88381,29087,88381,2
51212,51212,51212,1
63445,63445,63445,1
6716,6716,6716,1
2835,2835,2835,1
62114,34466,62114,2
17757,38650,40669,3
83969,98137,83969,2
3255,3255,3255,1
65357,65357,13452,2
13488,1503,56500,0
31396,31396,31396,1
20344,20344,20344,1
24396,16507,13329,3
92127,63891,63891,2
55868,41489,5071,0
62108,52843,62108,2
83556,12336,8514,0
81109,82333,71467,3
4564,94731,48273,0
85118,20806,51572,0
67763,67763,67763,1
92578,92578,92578,1
36289,36289,36289,1
83787,32349,32349,0
82796,82796,82796,1
68814,95152,56524,3
14778,14778,14778,1
2235,92001,63044,0
55699,4135,51537,0
26849,26849,26849,1
62925,62925,41444,2
42215,42215,97618,0
95279,95279,95279,1
29393,29393,40153,2
51202,51202,51202,1
4772,4772,4772,1
96384,96384,9751,2
45842,15661,58153,3
70911,75401,21451,3
28795,18395,18395,2
67059,9760,80979,0
63103,63103,63103,1
30343,30343,30343,1
71838,71838,71838,1
42155,42155,34857,2
55950,88354,9890,0
38175,61000,38175,2
94495,74351,45692,3
68173,39286,68041,3
51344,51344,51344,1
65621,65621,65621,1
19354,74203,67968,3
56299,83175,56299,2
67913,50659,30870,3
95014,95014,77763,2
18026,35115,18026,2
94666,94666,94666,1
64422,16776,16776,0
69099,31127,55358,3
46693,46693,81154,2
62000,62000,62000,1
49188,80917,61378,3
48251,48251,48251,1
88841,88841,88841,1
13384,81442,31343,0
35806,35806,35806,1
95650,94621,47397,3
30214,30214,30214,1
91496,34319,76144,3
42537,60480,4409,0
32972,27635,81524,0
70654,33300,92045,3
19237,96949,17774,0
20108,20108,20108,1
61815,84587,10178,0
24768,92935,68986,3
48387,48387,48387,1
55532,50374,89749,3
68647,4851,13831,0
39728,65795,49139,3
36865,36865,36865,1
7660,7660,12527,2
2679,2679,2679,1
42795,42795,42795,1
74547,89379,89379,2
71882,71882,71882,1
95539,99303,99303,2
81432,81432,34359,2
24591,24591,24591,1
95463,14758,97386,3
83298,83298,83298,1
45183,45183,54853,2
12399,12399,11375,2
96378,86367,6580,0
23073,23073,23073,1
90943,90943,81616,2
47081,47081,47081,1
27431,79939,2812,0
49093,49093,49093,1
85627,85627,56874,2
45962,45962,45962,1
87146,87146,31797,2
732,732,4796,0
7972,21927,44827,0
14552,14552,14552,1
39937,39937,39937,1
15000,44618,15000,0
22283,45684,53697,3
68704,65102,85879,3
67879,67879,67879,1
81811,81811,26352,2
32264,32264,65395,0
35408,94824,35408,0
40154,99651,40154,0
37907,66822,37907,2
17390,17390,70998,0
90299,90299,20462,2
40116,40116,40116,1
67676,4344,17525,0
97534,77860,25812,3
39337,83423,73758,3
85289,48310,85289,2
8867,8867,8867,1
15100,15100,15100,1
77422,77422,53422,2
32460,58362,4108,0
63619,76803,20163,3
96615,75745,96615,2
92030,4303,72544,0
17492,17492,17492,1
95229,27472,36209,0
90658,90658,90658,1
96778,96778,49729,2
66972,20816,47201,3
2038,2038,17962,0
76225,62427,76225,2
19828,52144,52144,2
4658,4658,4658,1
22593,51143,63913,3
34297,16953,79832,0
59684,7891,60835,3
17710,99968,99968,2
20559,20559,20559,1
29878,29878,29878,1
68544,30461,32979,0
17174,17174,17174,1
3791,3791,3791,1
24218,57461,87046,0
36399,18370,68321,0
9749,9749,9749,1
18213,18213,18213,1
63986,65856,49166,3
11269,11269,11269,1
53246,53246,53246,1
48334,87589,2440,0
85419,32097,45246,0
88030,59889,73804,3
46087,44557,92545,0
68194,55035,66399,3
13528,13528,13528,1
39781,39781,6847,2
6070,37434,88222,0
27988,27988,27988,1
81898,99993,55237,3
95689,97996,77999,3
19671,19671,19671,1
75238,74700,74700,2
63888,57505,8038,3
41811,41811,41811,1
6022,6022,6022,1
56092,56092,56092,1
73718,73718,34645,2
24154,24154,24154,1
78,78,47626,0
71204,54244,91139,3
88650,7724,31053,0
7766,10957,7766,2
87806,42325,86328,3
95780,29490,59619,0
3827,3827,3827,1
80353,70086,70086,2
67299,67299,67299,1
37894,99999,9500,0
43097,62045,19693,3
63300,63300,63300,1
48504,48504,48504,1
43202,15150,43202,2
76468,76468,76468,1
23354,61280,61280,2
28577,54785,30683,3
35679,98610,35679,0
71245,88922,88922,2
37191,37191,68055,2
3646,3646,3646,1
47780,47780,47780,1
39591,39591,39591,1
27644,16516,31489,3
41232,38006,41232,2
7263,7263,7263,1
36015,40044,22430,3
87527,68407,98273,3
41895,41895,41895,1
7816,29824,7816,0
67855,67855,67855,1
79433,5373,5373,0
95815,95815,95815,1
566,87716,21144,0
62391,24210,62391,2
73458,45450,87154,3
95382,40401,51125,0
62130,62130,2975,2
16104,16104,16104,1
42315,42315,92970,0
57202,57202,57202,1
6195,19376,19376,2
49892,79236,11060,0
41069,41069,41069,1
49761,49761,49761,1
73650,73650,73650,1
78935,48687,85959,3
29346,29346,29346,1
73796,69485,73796,2
15475,70603,70603,2
70446,53906,53906,2
87962,87962,21699,2
32689,32689,32689,1
14685,14685,14685,1
74249,54741,64562,3
5629,2178,5629,2
65942,65942,65942,1
9885,33770,33770,2
81638,43699,96027,3
78013,83960,71476,3
39810,54750,51536,3
46036,30714,58190,3
25970,25970,16976,2
1062,12293,12293,2
43798,23405,44920,3
11301,11301,11301,1
65277,52543,39951,3
3194,3194,3194,1
77414,43195,43195,2
20943,20943,20943,1
97734,48164,11203,0
94428,94428,94428,1
42551,42551,9648,2
63742,63152,58644,3
63732,63732,63732,1
80371,69390,3771,0
34132,40925,40925,2
35701,29273,29273,2
62259,73028,44621,3
40506,25842,98874,0
59426,59426,59426,1
1544,62450,16079,0
22087,22087,9755,2
68941,68941,68941,1
3689,68502,68502,2
25657,3156,24936,3
37636,37636,37636,1
17279,44753,1847,0
43473,43473,43473,1
13816,28021,80907,0
84759,95698,55953,3
95699,95699,95699,1
13184,13184,13184,1
93942,93942,93942,1
11830,3686,62851,0
51918,34691,51918,2
12034,25959,96117,0
89801,89801,11015,2
98625,98625,98625,1
839,839,839,1
71279,44015,44015,2
29382,29382,29382,1
10877,86455,10877,0
86788,40456,29932,0
76162,76162,76162,1
88639,8272,88639,2
9858,9858,9858,1
50163,50163,94106,2
68927,75717,7153,3
46639,8594,28381,0
89732,94789,94789,2
18771,18771,18771,1
46669,68681,46669,2
37245,75196,96181,3
59175,55204,55204,2
67884,98302,98302,2
62358,82199,62358,2
330,22925,330,0
73575,51216,24919,3
98948,8427,86286,0
14985,49873,14985,0
76387,1711,51781,0
98488,58443,487,0
38134,32378,32378,2
71282,71282,71282,1
35476,36552,35476,2
20346,5571,31344,0
28043,28043,28043,1
5955,44669,5955,0
147,147,147,1
89901,90870,89901,2
49218,44650,95737,0
31367,31367,31367,1
91004,79648,58619,3
61136,61167,61136,2
72401,72401,72401,1
15762,15762,72233,0
10860,5839,49879,0
28888,35026,31498,3
8260,8260,83658,0
19063,19063,19063,1
83626,83626,83626,1
13544,13544,13544,1
44062,60065,60065,2
41139,45439,71207,3
1283,25308,81540,0
82577,43512,78581,3
70738,13825,70738,2
17336,17336,17336,1
70784,70784,60757,2
55707,55707,55707,1
83320,42012,44918,3
1036,1036,1036,1
26953,26953,26953,1
93349,27751,44276,0
96277,34402,84142,3
92590,92590,22021,2
88382,16547,88382,2
33625,10270,79089,0
51641,51641,51641,1
79416,20081,20081,0
73899,8048,4855,0
74689,74689,74689,1
51408,67863,94855,3
14158,14158,32831,0
76259,76259,76259,1
99356,68040,11540,0
11894,11894,28040,0
76410,36043,76410,2
41635,41635,41635,1
30536,30536,51618,2
60227,60227,75338,2
79819,68843,79819,2
32641,32641,32641,1
21515,84872,35247,0
45586,45586,45586,1
47659,3397,47659,2
25185,15409,15409,2
85770,85770,66673,2
32539,4522,32539,2
65765,65765,65765,1
82782,49339,47401,3
59134,59134,97920,2
2129,2129,2129,1
90922,65520,23914,0
93489,93489,93489,1
4026,44424,44424,2
59937,59937,59937,1
99857,99857,99857,1
26580,26580,26580,1
2217,52495,8495,0
48604,49714,49714,2
47160,92028,6217,0
18027,64204,9968,0
33173,33173,33173,1
53462,82774,82774,2
7740,2453,80696,0
5659,8022,5659,2
36901,36901,36901,1
66110,66110,66110,1
14041,16565,16565,2
1138,1138,1138,1
74826,61323,74826,2
4512,4512,99185,0
21615,78542,69307,3
76236,81764,81764,2
49234,49234,49234,1
10879,10879,10879,1
28494,948,948,0
70202,70202,70202,1
76776,47472,47472,2
71232,70526,41953,3
93078,93078,93078,1
79458,79458,79458,1
69453,57845,69453,2
78549,10478,34185,0
38568,38568,38568,1
72986,72986,72986,1
39208,32580,32580,2
5134,948,5134,2
67504,74196,67504,2
39947,68328,29728,3
71857,71305,69248,3
3502,70509,70509,2
39968,39968,50526,2
87911,87911,87911,1
48402,48402,48402,1
23722,23722,23722,1
49264,49264,49264,1
30504,41735,52960,3
64965,7603,64965,2
51376,55801,88927,3
23558,16741,16741,2
50809,8353,50809,2
35508,12579,35508,2
59805,59805,59805,1
69811,69811,69811,1
70255,70255,70255,1
15393,39308,87476,0
12162,4711,12162,2
91558,70293,50475,3
28778,91185,91185,2
58816,58816,58816,1
66059,66059,66059,1
14990,14990,14990,1
56544,80341,46430,3
19464,3560,19464,2
84384,33289,81406,3
71376,32833,32833,0
3274,26429,22206,0
92534,13269,2706,0
96239,74540,90960,3
22931,1573,18400,0
81654,81654,81654,1
49107,64960,57737,3
50604,50604,569,2
81824,27911,81824,2
5692,5692,5692,1
5882,59503,5608,0
51573,51573,50715,2
73966,692,95220,0
80236,80236,80236,1
66337,66337,66337,1
19013,19013,19013,1
35453,35453,3346,2
58155,60623,60623,2
96868,96868,72562,2
13570,5295,25648,0
47693,47693,42794,2
72699,17690,72699,2
76852,79987,37385,3
45833,90021,90021,2
46810,46810,46810,1
63693,20314,63693,2
99642,99642,99642,1
91424,77341,30062,3
9606,9606,14008,2
42374,42374,42374,1
25786,26939,26939,2
3711,3711,58292,0
6119,6119,38750,0
26904,27632,26904,2
89474,89474,89474,1
53997,13561,41231,3
69591,50833,45482,3
71299,55434,71299,2
52006,52006,52006,1
52046,52046,52046,1
37383,37383,37383,1
44413,26983,55367,3
87775,73280,7267,0
58096,7392,58096,2
45090,45090,84914,2
10280,8426,10280,2
23133,71820,23133,0
71325,71325,71325,1
95423,95423,95423,1
25645,22566,15703,3
52638,52638,52638,1
81543,81543,81543,1
71339,2314,71339,2
15723,42422,42422,2
48494,48494,23897,2
19740,19740,2357,2
17838,18822,17838,2
12697,27078,10512,0
67223,55089,55089,2
7375,82860,7375,0
90396,39213,39213,0
89662,89662,89662,1
64275,80258,64275,2
30863,30863,30863,1
94101,1255,45647,0
96107,18350,18350,0
28204,28204,28204,1
97061,29013,97061,2
61127,61127,61127,1
55345,6437,50353,3
36759,36759,36759,1
53948,53948,53948,1
89806,89806,87404,2
73097,33794,3729,0
25150,74115,25150,0
46639,46639,46639,1
30226,16310,16310,2
500,53600,32697,0
19847,19847,19847,1
83817,74138,83817,2
34504,85564,95754,3
77272,77272,22519,2
25888,14559,25888,2
94678,94678,94678,1
82327,10890,36169,0
98550,98550,98550,1
25339,25339,25339,1
96248,96248,70211,2
63952,63952,63952,1
7558,7558,7558,1
76526,76526,76526,1
66934,27614,27614,0
27579,9394,62827,0
79972,79972,79972,1
10149,10149,15329,2
56159,58978,26461,3
74815,89093,51089,3
51450,51450,714,2
98581,35937,98581,2
9494,9494,9494,1
13172,13172,13172,1
19305,19305,19305,1
49269,49269,49269,1
88486,90361,53516,3
57869,57589,17259,3
6678,87533,6678,0
93496,76882,93496,2
14573,61382,76710,0
22431,22431,22431,1
37226,85870,8188,0
64907,64907,6541,2
99552,25782,71554,0
37141,8372,8372,0
30298,30298,30298,1
30369,91451,30369,0
47993,56080,19827,3
59753,59753,15304,2
66712,66712,66712,1
22824,22824,22824,1
1727,1727,1727,1
94320,94320,20877,2
71694,71694,71694,1
25692,99308,18879,0
2177,2177,2177,1
36516,36516,36516,1
27423,75645,27423,0
48736,44991,84159,3
68695,68695,68695,1
37586,37586,83436,0
46406,46406,46406,1
13090,25356,13090,2
84158,105,46907,0
32856,44132,52165,3
71776,71776,71776,1
15368,5587,5587,0
51683,49001,81411,3
24476,95741,24476,0
99801,99801,99801,1
39531,29517,65455,3
74206,74206,74206,1
5779,65959,5779,0
29930,79991,29930,0
84568,84568,84568,1
58893,22193,58893,2
93319,19515,60766,0
68194,64693,41278,3
42349,42730,50839,3
80470,34489,58930,3
9927,17475,9927,2
4959,85075,85075,2
50116,2236,43118,0
6548,12874,54165,0
37206,3116,43711,0
23547,3532,2905,0
53147,69867,25674,3
44969,44969,96655,0
76504,85715,10681,3
923,923,923,1
44810,18005,611,0
91619,7147,23946,0
64003,15001,81282,0
98394,98394,30560,2
8083,54755,18814,0
12021,48530,48530,2
41337,41337,41337,1
55009,55009,55009,1
14822,86857,36649,0
66635,66635,66635,1
53061,13202,96718,0
61636,81513,15046,0
19377,58669,27945,0
3439,3439,3439,1
83381,83381,83381,1
70630,7086,70630,2
7522,7522,7522,1
67984,70894,96493,3
8754,8754,90370,0
5527,79336,3526,0
12737,99756,12737,0
18295,7242,7242,0
71856,16156,71856,2
14610,12263,12263,2
61472,61472,61472,1
15182,961,961,0
78642,78642,78642,1
17424,36571,17424,0
63531,63531,63531,1
70621,70621,70621,1
83942,83942,83942,1
3553,3553,65516,0
41278,41278,41278,1
15927,15927,66186,0
44957,47082,299,0
79857,79857,69639,2
70021,71814,26508,3
55267,55267,55267,1
75079,75079,75079,1
27463,18424,4610,0
86987,41318,38610,0
57528,58083,62543,3
52726,33205,74451,3
98872,98872,98872,1
27571,27571,27571,1
41108,10737,22299,0
7702,71223,71223,2
86594,86594,86594,1
30844,95127,30844,0
71182,71182,81961,2
33859,29866,5194,3
43589,7208,65139,0
60715,76420,28588,3
97461,79511,49429,3
54084,54084,54084,1
54731,88003,88003,2
6309,98303,92896,3
82791,28577,28577,0
4706,4706,4706,1
24182,16777,18369,3
95591,95591,95591,1
86664,75413,86664,2
79742,74257,95149,3
26907,17085,26907,2
75594,75594,75594,1
56893,20680,3081,0
4317,4317,62724,0
39692,37281,39334,3
76044,31038,96446,3
90447,90447,90447,1
54515,54515,54515,1
77930,77930,77930,1
64711,64711,54388,2
17561,17561,17561,1
76743,79049,69474,3
80161,71914,71914,2
48484,94397,48484,2
8332,92630,92630,2
83554,83554,83554,1
81316,73316,73986,3
21595,68885,52170,3
19511,19511,19511,1
79654,79654,79654,1
59936,59936,52429,2
57069,57069,57069,1
5197,15516,76058,0
12540,12540,12540,1
47216,47216,47216,1
9634,74440,75961,3
30152,5966,90696,0
34968,34968,34968,1
83816,6300,56088,0
36574,36574,36574,1
31809,31809,31809,1
45473,45473,45473,1
2419,2419,46635,0
34336,9066,34336,2
82184,38519,85468,3
27457,27457,27457,1
89654,99372,89654,2
8630,8630,8630,1
73414,78261,78261,2
59861,78896,74246,3
29624,16494,45298,3
29456,29456,29456,1
16416,16416,16416,1
1187,1187,1187,1
66663,66663,66663,1
34154,80019,80019,2
25593,91590,736,0
78873,78873,78873,1
52766,76283,71414,3
23941,69196,38048,0
35186,10426,10426,0
33429,33429,33429,1
46960,61449,61449,2
62629,62629,74782,2
50541,50541,50541,1
98023,98023,98023,1
65039,46618,46618,2
81339,9114,68210,0
81325,81325,85340,2
20785,83247,62728,3
92831,80132,80132,2
59850,55578,59850,2
31188,17757,88976,0
18852,5702,41913,0
13100,56437,11686,0
50959,54702,79666,3
80490,8856,8856,0
89292,51820,51820,2
87871,87871,87871,1
16446,16446,16446,1
83374,10577,83374,2
69358,12663,52305,0
33885,33885,90068,0
7465,36735,32025,3
78769,78769,78769,1
30506,30506,30506,1
44203,12411,22251,0
80212,80212,80212,1
47803,47803,47803,1
75349,50127,75253,3
40346,60853,60853,2
69938,96549,69938,2
40597,45343,45343,2
82809,80553,99054,3
55991,81043,32204,3
79762,87731,99806,3
53778,53778,53778,1
40250,80277,32163,0
48447,75670,61465,3
64108,60546,64108,2
23558,23558,23558,1
41235,41235,41235,1
11524,92362,19636,0
65361,65361,65361,1
41865,41865,32116,2
92256,10473,10473,0
14368,17656,62777,0
25213,16047,16047,2
45404,2113,71889,0
87691,87691,87691,1
48946,48946,48946,1
25055,81459,61160,3
5257,75854,96690,0
80599,9979,9979,0
20397,20397,20397,1
68926,68926,69588,2
52971,52971,89157,2
75058,35847,35847,0
58231,2452,84245,0
42412,42412,42412,1
51534,51534,51534,1
69612,69612,69612,1
72128,72128,72128,1
84002,57086,25781,0
63359,74090,29625,3
13110,13110,13110,1
79123,79123,4790,2
97421,97421,64459,2
43007,43007,43007,1
27120,82032,27120,0
29569,29569,29569,1
94142,26681,26681,0
11575,11575,80580,0
44563,44563,44563,1
5544,5544,5544,1
95630,95630,31918,2
86658,3507,6242,0
38200,6884,6884,0
63858,63858,63858,1
70488,38740,11923,0
55418,61451,56754,3
23705,79276,19197,0
98098,11094,4533,0
39488,39488,3235,2
78284,78284,78284,1
71993,33211,33211,0
19651,1787,19651,2
74446,5355,74446,2
12393,16802,12393,2
28692,93552,94437,3
39217,95845,39217,0
43411,43411,43411,1
13980,96320,77610,0
3883,82741,3883,0
77874,56367,18318,0
57283,84531,93644,3
82237,82237,64093,2
41431,25906,57870,3
63949,63949,63949,1
32542,55228,32542,2
84654,32051,84654,2
73614,73614,26093,2
80088,23811,37301,0
85512,85512,32148,2
59799,25389,59799,2
66517,66517,43990,2
64134,64134,64134,1
26366,56144,56144,2
79433,79433,79433,1
27766,32978,27766,2
18582,63994,96463,0
476,33108,22460,0
9879,83507,19987,0
43448,40525,86417,0
45569,58330,58330,2
51754,51754,51754,1
330,330,330,1
67328,22870,53658,3
89513,89513,89513,1
88664,76044,57236,3
53367,48938,84714,3
29164,29164,29164,1
5408,5408,5408,1
78342,78342,91219,2
34594,34594,34594,1
39519,39519,39519,1
41982,41982,41982,1
9796,5069,88542,0
26780,92074,36892,0
15525,21075,15525,2
23468,4816,4816,0
63820,63820,63820,1
78684,78684,78684,1
70677,69722,2761,3
10788,10788,354,2
39365,65338,17158,0
29613,29613,29613,1
78394,29534,42083,0
73286,31921,72741,3
73510,73510,73510,1
27951,3262,50132,0
90651,90651,90651,1
98439,98439,76681,2
33026,33026,33026,1
7410,7410,7410,1
13094,48336,78756,0
54303,29811,29811,2
51171,51171,51171,1
2062,2062,2062,1
69678,16086,68269,3
83970,83970,83970,1
21502,45808,26828,3
33198,30223,4363,3
87528,87528,87528,1
56811,73296,56811,2
92958,92958,92958,1
66345,66345,66345,1
82631,38886,87310,3
39422,39422,64534,2
4881,44507,39889,3
5098,52815,53944,3
88942,88942,88942,1
3607,3607,3607,1
93053,93053,93053,1
43947,56889,56889,2
37150,37150,24143,2
19065,19065,2061,2
6136,97807,79159,0
50924,50924,28002,2
51629,51629,51629,1
42695,66338,42695,2
17286,33523,25836,3
11339,11339,11339,1
39956,39956,39956,1
32829,32829,32829,1
42377,42377,42377,1
45748,64190,45748,2
42018,40455,74254,3
22730,72752,88444,3
11866,11866,80482,0
87512,23635,15280,0
79198,10057,65173,0
73681,73681,73681,1
17283,17283,17283,1
28858,98637,6401,0
22662,22662,22662,1
827,827,92239,0
59782,59782,59782,1
68953,68953,68953,1
54824,75567,54824,2
43641,25575,25575,2
75643,75643,93378,2
83928,56867,55595,3
82439,65047,82439,2
14002,54230,10371,0
